intermediate/SRR935090.sorted.bam	intermediate/SRR935091.sorted.bam	intermediate/SRR935092.sorted.bam
EBG00001047198		82	92	98
EBG00001047212		1	0	0
EBG00001047229		0	0	0
EBG00001047235		0	0	0
EBG00001047237		0	0	0
EBG00001047248		0	0	0
EBG00001047250		0	0	0
EBG00001047252		0	1	0
EBG00001047255		0	0	0
EBG00001047260		0	0	0
EBG00001047269		0	0	0
EBG00001047278		0	0	0
EBG00001047280		0	0	0
EBG00001047285		0	1	2
EBG00001047286		0	3	3
EBG00001047298		0	0	0
EBG00001047307		0	0	0
EBG00001047310		0	0	0
EBG00001047317		0	0	0
EBG00001047320		0	0	1
EBG00001047326		8	9	10
EBG00001047332		0	0	0
EBG00001047335		0	0	0
EBG00001047341		0	0	0
EBG00001047348		0	0	0
EBG00001047356		1	0	0
EBG00001047368		0	0	0
EBG00001047369		0	0	1
EBG00001047384		0	0	0
EBG00001047393		0	0	0
EBG00001047397		0	0	0
EBG00001047398		3	1	2
EBG00001047401		0	0	0
EBG00001047407		0	0	0
EBG00001047416		0	0	0
EBG00001047423		28	14	5
SAOUHSC_00001	chromosomal replication initiator protein DnaA	5	5	8
SAOUHSC_00002	DNA polymerase III%2C beta subunit	7	1	13
SAOUHSC_00003	conserved hypothetical protein	0	0	3
SAOUHSC_00004	DNA replication and repair protein%2C putative	1	0	4
SAOUHSC_00005	DNA gyrase%2C B subunit	6	3	10
SAOUHSC_00006	DNA gyrase%2C A subunit	16	6	20
SAOUHSC_00007	conserved hypothetical protein	0	0	2
SAOUHSC_00008	histidine ammonia-lyase	1	0	0
SAOUHSC_00009	seryl-tRNA synthetase	5	1	8
SAOUHSC_00010	conserved hypothetical protein	0	0	1
SAOUHSC_00012	conserved hypothetical protein	0	0	0
SAOUHSC_00013	conserved hypothetical protein	1	0	0
SAOUHSC_00014	conserved hypothetical protein	2	1	5
SAOUHSC_00015	conserved hypothetical protein	11	6	20
SAOUHSC_00017	ribosomal protein L9	4	0	4
SAOUHSC_00018	replicative DNA helicase	5	3	8
SAOUHSC_00019	adenylosuccinate synthetase	20	3	5
SAOUHSC_00020	two-component response regulator%2C putative	0	0	2
SAOUHSC_00021	sensory box histidine kinase VicK%2C putative	1	2	4
SAOUHSC_00022	conserved hypothetical protein	1	0	8
SAOUHSC_00023	conserved hypothetical protein	3	1	0
SAOUHSC_00024	conserved hypothetical protein	1	0	1
SAOUHSC_00025	conserved hypothetical protein	0	1	1
SAOUHSC_00026	conserved hypothetical protein	1	0	0
SAOUHSC_00027	conserved hypothetical protein	0	0	1
SAOUHSC_00028	hypothetical protein	0	0	0
SAOUHSC_00029	conserved hypothetical protein	0	0	0
SAOUHSC_00030	conserved hypothetical protein	1	2	3
SAOUHSC_00031	conserved hypothetical protein	1	0	0
SAOUHSC_00032	conserved hypothetical protein	0	0	0
SAOUHSC_00033	conserved hypothetical protein	0	0	0
SAOUHSC_00034	conserved hypothetical protein	0	0	0
SAOUHSC_00035	conserved hypothetical protein	0	0	0
SAOUHSC_00036	conserved hypothetical protein	0	0	0
SAOUHSC_00037	conserved hypothetical protein	0	0	0
SAOUHSC_00038	conserved hypothetical protein	0	0	0
SAOUHSC_00039	conserved hypothetical protein	0	4	4
SAOUHSC_00040	conserved hypothetical protein	0	0	0
SAOUHSC_00041	conserved hypothetical protein	0	0	0
SAOUHSC_00042	conserved hypothetical protein	1	1	0
SAOUHSC_00043	conserved hypothetical protein	1	0	0
SAOUHSC_00044	conserved hypothetical protein	0	1	3
SAOUHSC_00045	conserved hypothetical protein	0	0	0
SAOUHSC_00046	conserved hypothetical protein	0	0	1
SAOUHSC_00047	conserved hypothetical protein	0	0	2
SAOUHSC_00049	conserved hypothetical protein	0	2	3
SAOUHSC_00050	conserved hypothetical protein	0	0	1
SAOUHSC_00051	1-phosphatidylinositol phosphodiesterase precursor%2C putative	0	0	0
SAOUHSC_00052	conserved hypothetical protein	0	0	0
SAOUHSC_00053	conserved hypothetical protein	0	0	1
SAOUHSC_00054	conserved hypothetical protein	0	1	0
SAOUHSC_00055	conserved hypothetical protein	0	0	1
SAOUHSC_00056	conserved hypothetical protein	0	2	4
SAOUHSC_00057	conserved hypothetical protein	0	1	0
SAOUHSC_00058	conserved hypothetical protein	1	1	0
SAOUHSC_00060	conserved hypothetical protein	2	5	4
SAOUHSC_00061	conserved hypothetical protein	0	0	2
SAOUHSC_00062	conserved hypothetical protein	0	0	0
SAOUHSC_00064	conserved hypothetical protein	0	0	2
SAOUHSC_00065	conserved hypothetical protein	0	0	0
SAOUHSC_00067	L-lactate permease	3	0	8
SAOUHSC_00069	protein A	110	8	15
SAOUHSC_00070	staphylococcal accessory regulator-like protein	4	0	2
SAOUHSC_00071	lipoprotein%2C SirC%2C putative	1	0	0
SAOUHSC_00072	lipoprotein%2C SirB%2C putative	0	0	1
SAOUHSC_00074	periplasmic binding protein%2C putative	1	0	6
SAOUHSC_00075	conserved hypothetical protein	0	0	0
